Name,auction_value,Position
Heriberto Hernandez,-inf,Hitter
Cadyn Grenier,-inf,Hitter
Ripken Reyes,-inf,Hitter
Benny Montgomery,-inf,Hitter
Romeo Sanabria,-inf,Hitter
Dylan Beavers,-inf,Hitter
Troy Johnston,-inf,Hitter
Ricardo Olivar,-inf,Hitter
Brandon Valenzuela,-inf,Hitter
Matt Rudick,-inf,Hitter
Corey Joyce,-inf,Hitter
Tucupita Marcano,-inf,Hitter
James Triantos,-inf,Hitter
Akil Baddoo,-inf,Hitter
Justin Crawford,-inf,Hitter
Kellen Strahm,-inf,Hitter
Josh Kasevich,-inf,Hitter
Logan Porter,-inf,Hitter
JT Schwartz,-inf,Hitter
Tres Gonzalez,-inf,Hitter
Alejandro Osuna,-inf,Hitter
Luke Ritter,-inf,Hitter
Samuel Basallo,-inf,Hitter
Cal Mitchell,-inf,Hitter
Brennan Milone,-inf,Hitter
Dominic Keegan,-inf,Hitter
Kody Clemens,-inf,Hitter
Jimmy Herron,-inf,Hitter
Stone Garrett,-inf,Hitter
Rhylan Thomas,-inf,Hitter
Darrien Miller,-inf,Hitter
Aaron McKeithan,-inf,Hitter
Jeremy Arocho,-inf,Hitter
Kevin Alcántara,-inf,Hitter
Peyton Wilson,-inf,Hitter
Shane McGuire,-inf,Hitter
Kyren Paris,-inf,Hitter
Kala'i Rosario,-inf,Hitter
Ethan Workinger,-inf,Hitter
Ali Sánchez,-inf,Hitter
David Martin,-inf,Hitter
Jairo Pomares,-inf,Hitter
Jesse Franklin V,-inf,Hitter
Silas Ardoin,-inf,Hitter
Kervin Pichardo,-inf,Hitter
Drew Swift,-inf,Hitter
Cody Freeman,-inf,Hitter
Jair Camargo,-inf,Hitter
Dakota Harris,-inf,Hitter
Yoelqui Céspedes,-inf,Hitter
Brenden Dixon,-inf,Hitter
Jud Fabian,-inf,Hitter
Willie MacIver,-inf,Hitter
Kelvin Melean,-inf,Hitter
Max Wagner,-inf,Hitter
Cooper Johnson,-inf,Hitter
Phillip Sikes,-inf,Hitter
Gabriel Gonzalez,-inf,Hitter
Diego Cartaya,-inf,Hitter
Dustin Dickerson,-inf,Hitter
Colt Emerson,-inf,Hitter
Diego Hernandez,-inf,Hitter
Jacob Berry,-inf,Hitter
Patrick Winkel,-inf,Hitter
Chad Bell,-inf,Hitter
Luis Baez,-inf,Hitter
Ben Gobbel,-inf,Hitter
Caden Connor,-inf,Hitter
Jack Winkler,-inf,Hitter
Errol Robinson,-inf,Hitter
Omar Martinez,-inf,Hitter
Zach Daniels,-inf,Hitter
Andy Thomas,-inf,Hitter
Pablo Aliendo,-inf,Hitter
Mikey Romero,-inf,Hitter
Henry Bolte,-inf,Hitter
L.J. Jones,-inf,Hitter
David García,-inf,Hitter
Josh Zamora,-inf,Hitter
Spencer Jones,-inf,Hitter
Jay Allen II,-inf,Hitter
Cade Doughty,-inf,Hitter
Kody Hoese,-inf,Hitter
Mat Nelson,-inf,Hitter
Adrian Pinto,-inf,Hitter
Kaden Polcovich,-inf,Hitter
J.T. Arruda,-inf,Hitter
Aron Estrada,-inf,Hitter
Alan Trejo,-inf,Hitter
Jose Ramos,-inf,Hitter
Griffin Lockwood-Powell,-inf,Hitter
Logan Davidson,-inf,Hitter
Austin Deming,-inf,Hitter
Jorge Burgos,-inf,Hitter
Chuckie Robinson,-inf,Hitter
Euribiel Angeles,-inf,Hitter
Jase Bowen,-inf,Hitter
Cole Roederer,-inf,Hitter
Jordyn Adams,-inf,Hitter
Chris Williams,-inf,Hitter
Anthony Vilar,-inf,Hitter
Gabriel Martinez,-inf,Hitter
Danny Serretti,-inf,Hitter
Jonny Butler,-inf,Hitter
Aaron Bracho,-inf,Hitter
Ivan Melendez,-inf,Hitter
Pedro Ramirez,-inf,Hitter
Max Clark,-inf,Hitter
Cam Collier,-inf,Hitter
Hector Rodriguez,-inf,Hitter
Rowdey Jordan,-inf,Hitter
Eric Brown Jr.,-inf,Hitter
Nate Nankil,-inf,Hitter
Ryan McCarty,-inf,Hitter
Cal Conley,-inf,Hitter
Adam Hackenberg,-inf,Hitter
Dominic Pitelli,-inf,Hitter
Kevin Graham,-inf,Hitter
Jack Brannigan,-inf,Hitter
Grant Richardson,-inf,Hitter
Nick Kahle,-inf,Hitter
GJ Hill,-inf,Hitter
Keyber Rodriguez,-inf,Hitter
Sabin Ceballos,-inf,Hitter
Mitch Jebb,-inf,Hitter
Jackson Glenn,-inf,Hitter
Aaron Sabato,-inf,Hitter
Adrián Sugastey,-inf,Hitter
Brendan Jones,-inf,Hitter
Sam Brown,-inf,Hitter
Luis Mieses,-inf,Hitter
Nick Raposo,-inf,Hitter
Connor Kaiser,-inf,Hitter
Ethan Murray,-inf,Hitter
Justin Johnson,-inf,Hitter
Kahlil Watson,-inf,Hitter
Reed Trimble,-inf,Hitter
Blake Hunt,-inf,Hitter
Josh Crouch,-inf,Hitter
Jacob Reimer,-inf,Hitter
Duke Ellis,-inf,Hitter
Justin Janas,-inf,Hitter
Tyler McDonough,-inf,Hitter
Creed Willems,-inf,Hitter
Tavian Josenberger,-inf,Hitter
Tristan Gray,-inf,Hitter
Kendall Simmons,-inf,Hitter
Tyler Miller,-inf,Hitter
Jean Walters,-inf,Hitter
Matt Coutney,-inf,Hitter
Bladimir Restituyo,-inf,Hitter
Luis Ravelo,-inf,Hitter
Homer Bush Jr.,-inf,Hitter
Tucker Mitchell,-inf,Hitter
Luis Encarnacion,-inf,Hitter
Peyton Williams,-inf,Hitter
Daniel Susac,-inf,Hitter
Jared Wegner,-inf,Hitter
Aidan Longwell,-inf,Hitter
Chris Newell,-inf,Hitter
Alex Ramírez,-inf,Hitter
Brayan Buelvas,-inf,Hitter
Jace Bohrofen,-inf,Hitter
Pierce Bennett,-inf,Hitter
Luis Lara,-inf,Hitter
Jackson Castillo,-inf,Hitter
John Rhodes,-inf,Hitter
Felix Stevens,-inf,Hitter
Brett Squires,-inf,Hitter
Dalton Shuffield,-inf,Hitter
Sonny DiChiara,-inf,Hitter
Chandler Redmond,-inf,Hitter
Seth Stephenson,-inf,Hitter
Matt Gorski,-inf,Hitter
Brett Auerbach,-inf,Hitter
Andy Garriola,-inf,Hitter
Brock Rodden,-inf,Hitter
Michael Arroyo,-inf,Hitter
Tucker Barnhart,-inf,Hitter
Alex De Jesus,-inf,Hitter
Alex Binelas,-inf,Hitter
Chris Meyers,-inf,Hitter
Jake Snider,-inf,Hitter
Eli Wilson,-inf,Hitter
José Azocar,-inf,Hitter
José Rodríguez,-inf,Hitter
Allan Cerda,-inf,Hitter
Matt Fraizer,-inf,Hitter
Angel Genao,-inf,Hitter
Carlos Pérez,-inf,Hitter
Jacob Buchberger,-inf,Hitter
Chris Brito,-inf,Hitter
Elijah Dunham,-inf,Hitter
Samuel Zavala,-inf,Hitter
Bligh Madris,-inf,Hitter
Jacob Burke,-inf,Hitter
Lazaro Montes,-inf,Hitter
Jakson Reetz,-inf,Hitter
Davis Wendzel,-inf,Hitter
Shawn Goosenberg,-inf,Hitter
Tanner Schobel,-inf,Hitter
Thayron Liranzo,-inf,Hitter
Cole Gabrielson,-inf,Hitter
Johnny Olmstead,-inf,Hitter
Brice Matthews,-inf,Hitter
Jeron Williams,-inf,Hitter
Tayden Hall,-inf,Hitter
David Mershon,-inf,Hitter
Haydn McGeary,-inf,Hitter
Jeremy Rivas,-inf,Hitter
Zach Humphreys,-inf,Hitter
Travis Shaw,-inf,Hitter
Cayden Wallace,-inf,Hitter
Bob Seymour,-inf,Hitter
Cade Marlowe,-inf,Hitter
Cole Fontenelle,-inf,Hitter
Taylor Young,-inf,Hitter
Rodolfo Castro,-inf,Hitter
Leonardo Bernal,-inf,Hitter
Micah Pries,-inf,Hitter
Jared Oliva,-inf,Hitter
Tyreque Reed,-inf,Hitter
Nick Morabito,-inf,Hitter
Dom Nuñez,-inf,Hitter
Rece Hinds,-inf,Hitter
Keaton Anthony,-inf,Hitter
Clay Dungan,-inf,Hitter
Andrew Navigato,-inf,Hitter
Trent Farquhar,-inf,Hitter
Max Stassi,-inf,Hitter
Mike Antico,-inf,Hitter
Adam Hall,-inf,Hitter
Zach Morgan,-inf,Hitter
Jake Rucker,-inf,Hitter
José Devers,-inf,Hitter
Justice Thompson,-inf,Hitter
Damon Keith,-inf,Hitter
Trei Cruz,-inf,Hitter
Colin Barber,-inf,Hitter
Chris Sharpe,-inf,Hitter
Yohendrick Pinango,-inf,Hitter
Brayden Taylor,-inf,Hitter
Leandro Pineda,-inf,Hitter
Eddinson Paulino,-inf,Hitter
Nate Eaton,-inf,Hitter
William Bergolla,-inf,Hitter
Max Ferguson,-inf,Hitter
Justin Dean,-inf,Hitter
Julio Carreras,-inf,Hitter
Jonah Advincula,-inf,Hitter
Daniel Cope,-inf,Hitter
Noah Miller,-inf,Hitter
Eric Yang,-inf,Hitter
Collin Price,-inf,Hitter
Marcos Castañon,-inf,Hitter
Mason McCoy,-inf,Hitter
Andrés Alvarez,-inf,Hitter
Andrew Cossetti,-inf,Hitter
Andrew Pinckney,-inf,Hitter
Keshawn Ogans,-inf,Hitter
J.J. D'Orazio,-inf,Hitter
Carson McCusker,-inf,Hitter
Eddie Park,-inf,Hitter
Josh Hatcher,-inf,Hitter
Cam Eden,-inf,Hitter
Victor Mesa,-inf,Hitter
CJ Alexander,-inf,Hitter
Chris Rotondo,-inf,Hitter
Jimmy Glowenke,-inf,Hitter
Ben Malgeri,-inf,Hitter
Ryan Ignoffo,-inf,Hitter
Dyan Jorge,-inf,Hitter
Joe Hudson,-inf,Hitter
Adrian Placencia,-inf,Hitter
Erick Brito,-inf,Hitter
Evan White,-inf,Hitter
David Calabrese,-inf,Hitter
Tyler Tolbert,-inf,Hitter
Will Holland,-inf,Hitter
Maick Collado,-inf,Hitter
Dasan Brown,-inf,Hitter
Andres Sosa,-inf,Hitter
Cristofer Torin,-inf,Hitter
Robert Moore,-inf,Hitter
Denzel Clarke,-inf,Hitter
Milan Tolentino,-inf,Hitter
Devonte Brown,-inf,Hitter
Drew Compton,-inf,Hitter
Ruben Ibarra,-inf,Hitter
Damiano Palmegiani,-inf,Hitter
Frainyer Chavez,-inf,Hitter
Joe Mack,-inf,Hitter
Jadher Areinamo,-inf,Hitter
Dayan Frias,-inf,Hitter
Caleb Ricketts,-inf,Hitter
Parker Chavers,-inf,Hitter
Freddy Zamora,-inf,Hitter
Wilfred Veras,-inf,Hitter
Victor Bericoto,-inf,Hitter
Jorel Ortega,-inf,Hitter
Luis Verdugo,-inf,Hitter
Victor Labrada,-inf,Hitter
Erick Mejia,-inf,Hitter
Christian Koss,-inf,Hitter
Marcus Lee Sang,-inf,Hitter
Jacob Gonzalez,-inf,Hitter
Demetrio Crisantes,-inf,Hitter
Matt Donlan,-inf,Hitter
Matthew Wood,-inf,Hitter
Joe Naranjo,-inf,Hitter
Nick Gordon,-inf,Hitter
Miguel Palma,-inf,Hitter
Ivan Johnson,-inf,Hitter
Diego Mosquera,-inf,Hitter
Josue Briceño,-inf,Hitter
Braylin Tavera,-inf,Hitter
Wilton Lara,-inf,Hitter
Edgardo Ordonez,-inf,Hitter
Aniel Mendoza,-inf,Hitter
Erick Lara,-inf,Hitter
Juan Ortega,-inf,Hitter
Edward Lantigua,-inf,Hitter
Josnaider Orellana,-inf,Hitter
Domingo Batista,-inf,Hitter
Daniel Bruzual,-inf,Hitter
Jerffson Pena,-inf,Hitter
Joswuill Rondon,-inf,Hitter
Luis Fragoza,-inf,Hitter
Jorge Quintana,-inf,Hitter
Emil Turbi,-inf,Hitter
Carlos Virahonda,-inf,Hitter
Enmanuel Ramirez,-inf,Hitter
Omar Urbina,-inf,Hitter
Yosweld Vasquez,-inf,Hitter
Daniel Campos,-inf,Hitter
Antony Gomez,-inf,Hitter
Esterling Rodriguez,-inf,Hitter
Diwarys Encarnacion,-inf,Hitter
Carlos Carrasquel,-inf,Hitter
Dario Reynoso,-inf,Hitter
Robin Ortiz,-inf,Hitter
Christopher Espinola,-inf,Hitter
Stiven Martinez,-inf,Hitter
Luis Parababire,-inf,Hitter
Emiliano Galan,-inf,Hitter
Johan Barrios,-inf,Hitter
Adriel Radney,-inf,Hitter
Alexey Lumpuy,-inf,Hitter
Angel Nieblas,-inf,Hitter
Kevin Verde,-inf,Hitter
Luis Frias,-inf,Hitter
Carlos Silva,-inf,Hitter
Spence Coffman,-inf,Hitter
Henry Ramos,-inf,Hitter
Andrés Nolaya,-inf,Hitter
Jose Rivera,-inf,Hitter
Claudiel Lantigua,-inf,Hitter
Moises Alcala,-inf,Hitter
Adrian Hoyte,-inf,Hitter
Saul Gomez,-inf,Hitter
Jancory De La Cruz,-inf,Hitter
Karniel Pratt,-inf,Hitter
Jancel Santana,-inf,Hitter
Josue Brito,-inf,Hitter
Eduardo Acevedo,-inf,Hitter
Raynier Ramirez,-inf,Hitter
Franklin Rojas,-inf,Hitter
Frederik Jimenez,-inf,Hitter
Alfredo Benzan,-inf,Hitter
Ricardo Paez,-inf,Hitter
Edgardo De Leon,-inf,Hitter
Reylin Perez,-inf,Hitter
Yaikel Mijares,-inf,Hitter
Browm Martinez,-inf,Hitter
Andry Batista,-inf,Hitter
Leonardo Pineda,-inf,Hitter
Alexander Mambel,-inf,Hitter
Heison Sanchez,-inf,Hitter
Angel Perez,-inf,Hitter
Yoerny Junco,-inf,Hitter
Drew Bowser,-inf,Hitter
Carlos Sanchez,-inf,Hitter
Kevin Dume,-inf,Hitter
Yendry Rojas,-inf,Hitter
Deward Tovar,-inf,Hitter
Frandy Lafond,-inf,Hitter
Luis Marinez,-inf,Hitter
Carlos Altuve,-inf,Hitter
Henniel Alcala,-inf,Hitter
Brahian Silva,-inf,Hitter
Jose Pirela,-inf,Hitter
Israfell Bautista,-inf,Hitter
Angel Gonzalez,-inf,Hitter
Angel Rodriguez,-inf,Hitter
Jose Contreras,-inf,Hitter
Yaxson Lucena,-inf,Hitter
Alex Acosta,-inf,Hitter
Railin Familia,-inf,Hitter
Yovanny Rodriguez,-inf,Hitter
Eddson Martinez,-inf,Hitter
Jonathan Rivero,-inf,Hitter
Albert Jimenez,-inf,Hitter
Anderson Machado,-inf,Hitter
Bairon Ledesma,-inf,Hitter
Omar Mejia,-inf,Hitter
Luis Corobo,-inf,Hitter
Breyias Dean,-inf,Hitter
Rafael Martinez,-inf,Hitter
Randy Perea,-inf,Hitter
Dariel Arias,-inf,Hitter
Aaron Pinero,-inf,Hitter
Jose Fernandez,-inf,Hitter
Rafael Castillo,-inf,Hitter
Starlin Aguilar,-inf,Hitter
Carlos Concepcion,-inf,Hitter
Amauri Ramirez,-inf,Hitter
Alexander Rincon,-inf,Hitter
Arison Jimenez,-inf,Hitter
Angel Brachi,-inf,Hitter
Dennys Riera,-inf,Hitter
Alfredo Alcantara,-inf,Hitter
Edrei Campos,-inf,Hitter
Moises Gallardo,-inf,Hitter
Alessandro Duran,-inf,Hitter
Cristopfer Gonzalez,-inf,Hitter
Carlos Cordero,-inf,Hitter
Justin Ramirez,-inf,Hitter
Moises Valdez,-inf,Hitter
Francisco Caldera,-inf,Hitter
Bryan Martinez,-inf,Hitter
Guillermo Batista,-inf,Hitter
Marwin Rivero,-inf,Hitter
Bernard Moon,-inf,Hitter
Nestor Urbina,-inf,Hitter
Reinaldo De La Cruz,-inf,Hitter
Heudy Pena,-inf,Hitter
Richard Ramirez,-inf,Hitter
Yordani Martinez,-inf,Hitter
Junior Aybar,-inf,Hitter
Robert Perez,-inf,Hitter
Simon Juan,-inf,Hitter
Grenyerbert Velasquez,-inf,Hitter
Angelo Hernandez,-inf,Hitter
Pedro Blanco,-inf,Hitter
Yemil Rosario,-inf,Hitter
Frankeli Mesta,-inf,Hitter
Yorfran Medina,-inf,Hitter
Gery Holguin,-inf,Hitter
Rafael Alvarez,-inf,Hitter
Agustin Acosta,-inf,Hitter
Bracewell Taveras,-inf,Hitter
Josias Ramirez,-inf,Hitter
Eduardo Rojas,-inf,Hitter
Esteban Romero,-inf,Hitter
Victor Cardoza,-inf,Hitter
Reyli Mariano,-inf,Hitter
Darvin Cruz,-inf,Hitter
Stone Russell,-inf,Hitter
Enrique Jimenez,-inf,Hitter
Luis Puello,-inf,Hitter
Adrian Rodriguez,-inf,Hitter
Robert Puason,-inf,Hitter
Rickardo Perez,-inf,Hitter
Edgar Montero,-inf,Hitter
Jose Marcano,-inf,Hitter
Reminton Batista,-inf,Hitter
Anibal Salas,-inf,Hitter
Carlos  Garces,-inf,Hitter
Willian Berti,-inf,Hitter
Angel Cruz,-inf,Hitter
Kleimir Lemos,-inf,Hitter
Isael Arias,-inf,Hitter
Yasmil Bucce,-inf,Hitter
Brando Mayea,-inf,Hitter
Ezequiel Surun,-inf,Hitter
Yohander Linarez,-inf,Hitter
Angel Cepeda,-inf,Hitter
Yandel Ricardo,-inf,Hitter
Yorvin Morla,-inf,Hitter
Kedaur Trujillo,-inf,Hitter
Yerlin Luis,-inf,Hitter
Cesar Gonzalez,-inf,Hitter
Jeffrey Mercedes,-inf,Hitter
Adan Sanchez,-inf,Hitter
Luis Martinez,-inf,Hitter
Ramiro Dominguez,-inf,Hitter
Cristian Perez,-inf,Hitter
Alberto Barriga,-inf,Hitter
Andres Valor,-inf,Hitter
Anthony Marquez,-inf,Hitter
Cristian Feliz,-inf,Hitter
Erick Bautista,-inf,Hitter
Carlos Tavares,-inf,Hitter
Jhorvic Abreus,-inf,Hitter
Yosneiker Rivas,-inf,Hitter
Estivel Morillo,-inf,Hitter
Moises De La Rosa,-inf,Hitter
Kleyver Salazar,-inf,Hitter
Alexander Benua,-inf,Hitter
Jorgelys Mota,-inf,Hitter
Dariel Garcia,-inf,Hitter
Daiverson Gutierrez,-inf,Hitter
Junior Marin,-inf,Hitter
Andrews Sosa,-inf,Hitter
Jose Urbina,-inf,Hitter
Yerald Nin,-inf,Hitter
Keiberg Camacaro,-inf,Hitter
Andres Villafane,-inf,Hitter
Alberto Mendez,-inf,Hitter
Angelo Mora,-inf,Hitter
Nick Peoples,-inf,Hitter
Jose Tovar,-inf,Hitter
Keiver Garcia,-inf,Hitter
Esmil Valencia,-inf,Hitter
Derwin Laya,-inf,Hitter
Queni Pineda,-inf,Hitter
Alberth Palma,-inf,Hitter
Angel Feliz,-inf,Hitter
Raylin Ramos,-inf,Hitter
German Ramirez,-inf,Hitter
Manuel German,-inf,Hitter
Alfonzo Martinez,-inf,Hitter
Gian Zapata,-inf,Hitter
Pedro Ibarguen,-inf,Hitter
Angel Guzman,-inf,Hitter
Juan Villavicencio,-inf,Hitter
Pascual Archila,-inf,Hitter
Ismael Javier,-inf,Hitter
Edgar Lugo,-inf,Hitter
Toby Simmons,-inf,Hitter
Miguel Tamares,-inf,Hitter
Raimundo De Los Santos,-inf,Hitter
Eduardo Ponce,-inf,Hitter
Andru Arthur,-inf,Hitter
Frederi Montero,-inf,Hitter
Jhocsuanth Vargas,-inf,Hitter
David Avitia,-inf,Hitter
Pedro Dalmagro,-inf,Hitter
Ricardo Pena,-inf,Hitter
Jesus Machado,-inf,Hitter
Jonathan Rangel,-inf,Hitter
Tavano Baker,-inf,Hitter
Xavier Guillen,-inf,Hitter
Juanfel Peguero,-inf,Hitter
Pablo Arosemena,-inf,Hitter
Joshua Liranzo,-inf,Hitter
Samuel Rojas,-inf,Hitter
Kleiver Chauran,-inf,Hitter
Luis Vicioso,-inf,Hitter
Joswa Lugo,-inf,Hitter
Jose Guerra,-inf,Hitter
Luis Quesada,-inf,Hitter
Handelfry Encarnacion,-inf,Hitter
Curley Martha,-inf,Hitter
Cherif Neymour,-inf,Hitter
Edwin Brito,-inf,Hitter
Yimmy Diaz,-inf,Hitter
Carlos Pacheco,-inf,Hitter
Misael Mojica,-inf,Hitter
Liosward Marin,-inf,Hitter
Sebastián De Los Santos,-inf,Hitter
Carlos Cauro,-inf,Hitter
Alexander Martinez,-inf,Hitter
Samuel Gonzalez,-inf,Hitter
Jonathan Linares,-inf,Hitter
Marcos Terrero,-inf,Hitter
Reiner Herrera,-inf,Hitter
J.D. Gonzalez,-inf,Hitter
Yairo Padilla,-inf,Hitter
Yeisy Celesten,-inf,Hitter
Jose Alpuria,-inf,Hitter
Spencer Bramwell,-inf,Hitter
Moises Bolivar,-inf,Hitter
Kendry Chirinos,-inf,Hitter
Nazzan Zanetello,-inf,Hitter
Geuri Lubo,-inf,Hitter
Joseph Tailor,-inf,Hitter
Freider Rojas,-inf,Hitter
Adrian Garcia,-inf,Hitter
Antony Peguero,-inf,Hitter
Joaquin Arias Jr.,-inf,Hitter
Lisandro Bonifacio,-inf,Hitter
Rafael Flores,-inf,Hitter
Manolfi Jimenez,-inf,Hitter
Jurdrick Profar,-inf,Hitter
Jhoan Peguero,-inf,Hitter
Gustavo Marquez,-inf,Hitter
Winder Linares,-inf,Hitter
Daniel Rojas,-inf,Hitter
Edwardo Espinal,-inf,Hitter
Carlos Rodríguez,-inf,Hitter
Kevin Hacen,-inf,Hitter
D'Angelo Tejada,-inf,Hitter
Dexters Peralta,-inf,Hitter
Moises Semerite,-inf,Hitter
Francisco Loreto,-inf,Hitter
Jose Castro,-inf,Hitter
Osvaldo Heredia,-inf,Hitter
Jose Castro,-inf,Hitter
Belfi Rivera,-inf,Hitter
Ramon Landaeta,-inf,Hitter
Donovan McIntyre,-inf,Hitter
Derniche Valdez,-inf,Hitter
Angel Ventura,-inf,Hitter
Joan Gutierrez,-inf,Hitter
Victor Rodriguez,-inf,Hitter
Adolfo Sanchez,-inf,Hitter
Diego Felix,-inf,Hitter
Leroy Escalante,-inf,Hitter
Vicent Nunez,-inf,Hitter
Khris Almonte,-inf,Hitter
Juan Alvarez,-inf,Hitter
Angel Aquino,-inf,Hitter
Roiber Niazoa,-inf,Hitter
Humberto Tiberi,-inf,Hitter
Michael Martinez,-inf,Hitter
Bryant Mendez,-inf,Hitter
Manuel De Cesare,-inf,Hitter
Jonathan Moya,-inf,Hitter
Jesus Premoli,-inf,Hitter
Abelardo Medrano,-inf,Hitter
Louis Pierre,-inf,Hitter
Juan Perez,-inf,Hitter
Hojans Hernandez,-inf,Hitter
Anderson Garcia,-inf,Hitter
Deinys Gonzalez,-inf,Hitter
Andy Acevedo,-inf,Hitter
Isaac Ponce,-inf,Hitter
Sebastian Cadiz,-inf,Hitter
Arnold Prado,-inf,Hitter
Kyle Henley,-inf,Hitter
Greylin De La Paz,-inf,Hitter
Andruw Salcedo,-inf,Hitter
Cristofer Lebron,-inf,Hitter
Carlos Rodriguez,-inf,Hitter
John Zorrilla,-inf,Hitter
Jorge Rodriguez,-inf,Hitter
Yannic Walther,-inf,Hitter
Ivan Sosa,-inf,Hitter
Mairoshendrick Martinus,-inf,Hitter
Johan Contreras,-inf,Hitter
Jose Familia,-inf,Hitter
Brayan Amoroso,-inf,Hitter
Martin Gonzalez,-inf,Hitter
Yensi Rivas,-inf,Hitter
Alexander Garcia,-inf,Hitter
Manni Ramirez,-inf,Hitter
Jesus Gamez,-inf,Hitter
Rafy Peguero,-inf,Hitter
Carlos Batista,-inf,Hitter
Breiny Ramírez,-inf,Hitter
German Guilarte,-inf,Hitter
Jesus Superlano,-inf,Hitter
Yadimir Fuentes,-inf,Hitter
Rocky Solano,-inf,Hitter
Samuel Brito,-inf,Hitter
Deshandro Tromp,-inf,Hitter
John Santana,-inf,Hitter
Martin Tamara,-inf,Hitter
Elian Soto,-inf,Hitter
Byron Castillo,-inf,Hitter
Adrian Bello,-inf,Hitter
Edwin Solano,-inf,Hitter
Klendy Leen,-inf,Hitter
Yohangel Moris,-inf,Hitter
Vladi Guerrero,-inf,Hitter
Eduardo Perez,-inf,Hitter
Johmphy De La Cruz,-inf,Hitter
Juan Espinal,-inf,Hitter
Luis Bolivar,-inf,Hitter
Helder Rosario,-inf,Hitter
Cesar Mujica,-inf,Hitter
Maylerson Casanova,-inf,Hitter
Dawel Joseph,-inf,Hitter
Diover De Aza,-inf,Hitter
Raily Liriano,-inf,Hitter
Jean C. Gutierrez,-inf,Hitter
Kendrick Hernandez,-inf,Hitter
Freiderman Aguilera,-inf,Hitter
David Freitas,-inf,Hitter
Ismael Del Rosario,-inf,Hitter
Eddy Perez,-inf,Hitter
Carlos De Sousa,-inf,Hitter
Anderson Navas,-inf,Hitter
Julio Valdez,-inf,Hitter
Clay Winklaar,-inf,Hitter
Cristobal Bena,-inf,Hitter
Joandrew Pena,-inf,Hitter
Zeus Nunez,-inf,Hitter
Gabriel Guanchez,-inf,Hitter
Brailin Pascual,-inf,Hitter
Alejandro Loaiza,-inf,Hitter
Bralyn Brazoban,-inf,Hitter
Juan Martinez,-inf,Hitter
Randy Guzman,-inf,Hitter
Hendry Chivilli,-inf,Hitter
Derek Cueto,-inf,Hitter
Gustavo Beltran,-inf,Hitter
Deuri Castillo,-inf,Hitter
Anthony Huezo,-inf,Hitter
Christian Saez,-inf,Hitter
Jesus Lugo,-inf,Hitter
Richard Meran,-inf,Hitter
Jesus Abreu,-inf,Hitter
Manuel Dos Passos,-inf,Hitter
Frailin Yan,-inf,Hitter
Alen Pineda,-inf,Hitter
Luis Leones,-inf,Hitter
Daniel Mielcarek,-inf,Hitter
Joseph Sequera,-inf,Hitter
Juan Colorado,-inf,Hitter
Nelson Marin,-inf,Hitter
Edgar Mota,-inf,Hitter
Samuel Estevez,-inf,Hitter
Jose Ramos,-inf,Hitter
Janero Miller,-inf,Hitter
Randy Martinez,-inf,Hitter
Eduardo Herrera,-inf,Hitter
Francisco Vilorio,-inf,Hitter
Fabian Alcantara,-inf,Hitter
Juan Obispo,-inf,Hitter
Moises Febrillet,-inf,Hitter
Denilson Aguila,-inf,Hitter
Abel De Leon,-inf,Hitter
Gabriel Cesa,-inf,Hitter
Arfeni Batista,-inf,Hitter
Francisco Garcia,-inf,Hitter
Eddy Marmolejos,-inf,Hitter
Yorman Licourt,-inf,Hitter
Fabian Lopez,-inf,Hitter
Elvis Rojas,-inf,Hitter
Meylin De Leon,-inf,Hitter
Fidel Montero,-inf,Hitter
Guillermo Rosario,-inf,Hitter
Enderson Asencio,-inf,Hitter
Jairo Diaz,-inf,Hitter
Javier Roman,-inf,Hitter
Eduardo Oviedo,-inf,Hitter
Leandro Morgado,-inf,Hitter
Jhosmmel Zue,-inf,Hitter
Wagnel Luna,-inf,Hitter
Yahil Melendez,-inf,Hitter
Manuel Cabrera,-inf,Hitter
Lazaro Morales,-inf,Hitter
Sheng-En Lin,-inf,Hitter
Carlos Villarroel,-inf,Hitter
Christofer Reyes,-inf,Hitter
Ezequiel Pena,-inf,Hitter
Hector Liriano,-inf,Hitter
Jorge Ramirez,-inf,Hitter
Pedro Tovar,-inf,Hitter
Alejandro Blasco,-inf,Hitter
Joenelly Van Der Linden,-inf,Hitter
Alexander Garcia,-inf,Hitter
Brayan Rijo,-inf,Hitter
Engel Paulino,-inf,Hitter
Evan Estevez,-inf,Hitter
Franco Willias,-inf,Hitter
Enmanuel Bonilla,-inf,Hitter
Tony Ruiz,-inf,Hitter
Santiago Prado,-inf,Hitter
Geyber Blanco,-inf,Hitter
Andres Torres,-inf,Hitter
Railin Tejada,-inf,Hitter
Carlos Gonzalez,-inf,Hitter
Gregori Arias,-inf,Hitter
Jose Torrez,-inf,Hitter
Johan Estrada,-inf,Hitter
Carlos Avila,-inf,Hitter
Steven Madero,-inf,Hitter
Alexander Requena,-inf,Hitter
Douglas Glod,-inf,Hitter
Robinson Chacon,-inf,Hitter
Feldi Tavarez,-inf,Hitter
Jason Hernandez,-inf,Hitter
Edgar Alfonso,-inf,Hitter
Victor Hurtado,-inf,Hitter
Luis Ariza,-inf,Hitter
Luis Almeyda,-inf,Hitter
Justin Barry,-inf,Hitter
Juan Martínez,-inf,Hitter
Albert Alberto,-inf,Hitter
Enyel Rosario,-inf,Hitter
