Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,HR_z,R_z,RBI_z,SB_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,SV_z,ERA_z,WHIP_z,SV_contribution,ERA_contribution,WHIP_contribution
Mike Trout,LAA,129.6,574.454,498.473,124.936,70.0057,20.8132,3.3995,30.7176,79.1846,84.7613,63.8793,4.0212,154.427,7.4679,4.0671,0.5673,,8.8643,2.5735,0.250638,0.1112,0.268823,0.413654,0.342024,0.490902,0.355919,0.832926,0.240264,5.06993,0.296849,-0.264,-0.353304,88.3468,21.1482,132.38,-0.617304,-2.694,20.665693402290344,-2.2619999945163727,3.87843,139.9199981689453,,,,10155,7.096278655412544,4.121005260028486,4.594337066709581,1.5776703569066408,17.38929133905725,3.399,1.974,2.2,0.756,5.5388699664599805,18.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Vientos,NYM,150.0,648.796,585.775,145.654,84.4373,26.3813,1.2599,33.575,82.6232,95.6284,51.8388,0.6488,183.406,5.8392,4.6043,0.7386,,1.2315,0.3975,0.248651,0.0799,0.282687,0.282645,0.313755,0.469941,0.336486,0.783696,0.22129,2.56841,0.300158,-0.882,-1.0312,89.6321,13.7372,119.658,-1.9132,3.252,13.338434934616089,-7.391999959945679,2.84551,91.62999725341795,,,,22184,7.791854570728264,4.314248616183685,5.225582516612644,0.0561500846136935,17.387835788138286,3.732,2.066,2.503,0.027,5.537414415541015,18.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson Merrill,SDP,150.0,641.159,594.275,165.943,104.271,31.5422,5.3268,24.8025,80.5395,90.1464,37.7001,1.2823,106.256,3.847,4.5205,0.8166,,13.8387,4.0639,0.279236,0.0587999,0.165725,0.354803,0.32403,0.475447,0.342185,0.799476,0.196211,5.44859,0.301752,-0.083,-0.0189038,91.518,16.5164,123.657,-0.101904,4.707,18.03623016923666,6.794999837875366,4.76962,26.75,,,,29490,5.656367863544408,4.197148290114765,4.907145439897735,2.5692658975331524,17.32992749109006,2.709,2.01,2.35,1.231,5.47950611849279,18.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Arozarena,SEA,150.0,651.989,565.443,134.643,83.1778,28.4351,1.1777,21.8529,77.3731,77.8829,66.6332,0.652,166.636,14.9957,4.2802,0.6367,,21.4676,7.74,0.23812,0.1022,0.255581,0.399873,0.332036,0.408517,0.325712,0.740553,0.170396,4.74436,0.295857,-0.385,-0.136808,84.4196,8.1512,119.283,-0.521808,-5.135,13.863373696804048,-13.688000679016112,2.26279,133.0399932861328,,,,19290,4.938347733420784,4.019202101860876,4.194786247943468,4.090008744888731,17.24234482811386,2.365,1.925,2.009,1.959,5.39192345551659,17.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcell Ozuna,ATL,150.0,634.987,566.631,147.314,88.4599,25.7152,0.6661,32.4732,83.7996,94.2419,58.9903,1.27,156.843,3.8099,4.7319,0.824,,1.3151,0.413,0.259983,0.0929,0.247003,0.37611,0.331326,0.479645,0.348229,0.81097,0.219661,2.3143,0.300595,-0.876,-1.08803,93.7258,19.4463,122.855,-1.96403,-0.079,15.390630960464478,-17.367999561131,1.97966,71.54000091552734,,,,10324,7.523643769477174,4.380360255857091,5.145043843342812,0.07281488583522298,17.1218627545123,3.603,2.098,2.464,0.035,5.271441381915029,17.5,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozzie Albies,ATL,150.0,673.199,613.641,162.935,101.565,35.2857,2.4948,23.5891,91.9184,82.4595,45.7102,0.6732,107.387,7.4052,4.4968,1.9452,,12.1235,3.3204,0.265521,0.0679,0.159518,0.425658,0.321861,0.446478,0.331802,0.768339,0.180957,4.91348,0.286036,1.427,-0.135576,90.4654,11.7159,111.799,1.29142,-3.459,10.789852857589722,-0.9590001106262208,3.33061,65.04000091552734,,,,16556,5.36099031204861,4.836622734759209,4.4606306706529635,2.2273583968732553,16.88560211433404,2.568,2.317,2.136,1.067,5.03518074173677,16.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willy Adames,SFG,150.0,663.872,586.026,141.357,81.937,33.7,1.1919,24.5276,83.8584,80.4309,68.0469,2.6555,159.458,3.9832,4.4874,1.3283,,13.7776,4.4709,0.241212,0.1025,0.240193,0.426739,0.322072,0.428348,0.325235,0.750419,0.187136,4.4152,0.287382,0.85,-0.249438,85.703,8.04451,110.539,0.600562,-0.684,8.966860592365265,6.815999984741211,3.91324,83.66999816894531,,,,15986,5.589449049545566,4.383664713875449,4.342793849451966,2.5570862401810537,16.872993853054034,2.677,2.1,2.08,1.225,5.022572480456763,16.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt McLain,CIN,132.84,588.221,517.156,133.935,79.7095,28.0562,2.7883,23.3812,77.1312,79.0139,58.1162,1.1764,147.493,8.2351,4.1788,0.5341,,16.8737,5.2412,0.258984,0.0988,0.250744,0.394027,0.340805,0.459651,0.346117,0.800457,0.200667,5.46629,0.315453,-0.053,0.108531,85.8231,17.0142,116.152,0.0555314,2.607,11.41713610291481,3.7410000562667847,3.58854,102.5,,,,29695,5.310381285383061,4.005607741407802,4.260483499633465,3.174261970587483,16.750734497011813,2.543,1.919,2.041,1.52,4.9003131244145415,16.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adolis García,TEX,142.56,605.212,548.492,129.676,75.2762,25.717,0.8738,27.809,73.4721,83.2884,45.0883,1.2104,167.4,6.6573,4.3099,0.6653,,11.1264,3.1933,0.236423,0.0745,0.276596,0.269345,0.300095,0.438599,0.318316,0.738694,0.202176,4.35857,0.284868,0.236,-0.0609836,74.76,3.96341,107.718,0.175016,-1.669,5.519491642713547,-9.877000212669373,1.6336,148.7100067138672,,,,19287,6.388239141418248,3.7999726676837615,4.50877961134778,2.0285967545528356,16.725588175002624,3.06,1.82,2.159,0.972,4.875166802405353,16.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Wood,WSN,140.94,621.258,542.373,141.567,87.4084,29.1644,3.5752,21.4194,77.9335,78.4379,69.5809,1.8638,164.122,4.3488,4.419,0.5364,,18.7927,6.0983,0.261015,0.112,0.264177,0.423958,0.347172,0.446446,0.344243,0.793618,0.185431,5.31568,0.332589,-0.05,0.0300509,89.7066,17.033,121.73,-0.0199491,-0.887,16.123147804290056,-8.906000077724457,2.88203,54.459999084472656,,,,29518,4.832820975077757,4.05069560991339,4.227024952353679,3.5567949077180465,16.667336445062872,2.315,1.94,2.025,1.704,4.816915072465601,16.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Semien,TEX,150.0,694.828,622.682,157.779,100.267,30.0349,2.8974,24.5803,94.8597,72.6361,60.1721,1.3897,106.354,4.8638,4.0698,3.0403,,11.8408,2.5816,0.253387,0.0866,0.153065,0.565771,0.322086,0.429353,0.326018,0.751439,0.175966,5.11629,0.268646,0.493,0.0289234,90.1372,8.85752,113.135,0.521923,4.714,10.965011894702911,7.008000135421753,4.24838,99.41999816894533,,,,12533,5.60227779271668,5.001918693422411,3.890011411367804,2.1710050559004515,16.665212953407348,2.683,2.396,1.863,1.04,4.814791580810077,16.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyatt Langford,TEX,144.18,626.977,555.129,146.669,92.3995,29.4103,3.6833,21.1759,78.6855,79.8867,61.1929,2.5079,123.96,5.6428,4.4424,0.5698,,18.0773,5.1882,0.264207,0.0976,0.197711,0.49365,0.34084,0.444894,0.340003,0.785735,0.180687,5.40862,0.302805,0.0,0.277248,88.3923,15.0498,122.973,0.277248,1.088,16.757804065942764,-5.688999891281128,3.30173,48.880001068115234,,,,33333,4.77354585245601,4.092956705658377,4.311182492803252,3.4141872666429007,16.59187231756054,2.286,1.96,2.065,1.635,4.741450944963269,15.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Yelich,MIL,136.08,615.111,528.241,140.724,93.916,25.7542,3.0195,18.0339,85.0681,67.6707,76.1507,5.536,133.011,4.9209,4.0685,1.7299,,23.4046,5.1376,0.2664,0.1238,0.216239,0.572514,0.361594,0.429006,0.343976,0.7906,0.162606,5.90193,0.321797,0.793,1.26278,88.6865,16.732,120.814,2.05578,-1.406,17.365408897399902,-14.041999697685242,2.45876,121.29000091552734,,,,11477,4.0086898554230475,4.451647755793946,3.6015824692444527,4.476129797114839,16.538049877576285,1.92,2.132,1.725,2.144,4.687628504979013,15.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Caminero,TBR,145.8,642.797,589.607,154.396,96.6568,26.5934,2.4596,28.6864,78.354,90.9468,43.0031,2.5712,141.506,5.1424,4.5933,0.4504,,4.9189,1.5619,0.261863,0.0669,0.220141,0.303896,0.315316,0.46127,0.332705,0.776585,0.199407,3.89302,0.29648,-0.103,-0.771347,86.8471,11.6539,121.872,-0.874347,-0.076,15.21248459815979,1.922000028192997,3.98264,100.95999908447266,,,,28163,6.601824326585887,4.074326980605899,4.953638879555271,0.7911953959087641,16.42098558265582,3.162,1.951,2.373,0.379,4.570564210058549,15.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Neto,LAA,136.08,557.542,500.577,126.177,76.0081,27.7882,1.1121,21.2682,68.8718,68.3249,38.5262,1.1151,120.889,13.381,3.6979,1.3604,,23.1997,6.7354,0.252063,0.0691001,0.216825,0.31869,0.32019,0.43948,0.329066,0.75967,0.187418,5.34093,0.289709,-0.268,0.911299,73.6957,8.47549,113.491,0.643299,-0.988,9.249571621418,5.815999925136566,3.47545,198.0399932861328,,,,31347,4.796014410230086,3.541443786359746,3.6395834790195156,4.435285086943891,16.41232676255324,2.297,1.696,1.743,2.124,4.561905389955967,15.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lane Thomas,CLE,139.32,601.172,539.294,130.824,80.9629,29.1514,2.4347,18.275,71.8232,68.0846,49.0556,0.6012,154.454,7.2141,4.3343,1.2744,,25.8389,8.5671,0.242584,0.0816,0.256921,0.317607,0.311876,0.407329,0.313483,0.719205,0.164745,5.76517,0.303449,0.271,0.619697,71.9226,1.59869,105.544,0.890697,-6.137,4.704503834247589,-4.787000060081482,2.06121,175.25,,,,16939,4.067380746856735,3.7073073475056932,3.6256249913262293,4.961382495841745,16.361695581530405,1.948,1.776,1.737,2.376,4.511274208933134,15.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Reynolds,PIT,149.04,674.72,599.62,156.841,100.163,29.0276,3.2144,24.4355,90.077,79.8755,59.1054,2.6989,150.205,9.4461,4.504,2.0444,,9.118,2.6018,0.261567,0.0875999,0.222618,0.393499,0.335069,0.442954,0.336724,0.778023,0.181386,4.67404,0.30829,0.101,-0.540415,93.3428,14.4154,113.718,-0.439415,-1.988,10.62883585691452,-10.411999821662905,2.34293,95.04000091552734,,,,19326,5.56702917770383,4.7331392484496115,4.3105319099394785,1.6282428457810671,16.238943181873985,2.666,2.267,2.065,0.78,4.388521809276714,14.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Happ,CHC,150.0,678.125,584.136,143.161,86.5167,31.7306,2.2132,22.7006,90.3643,73.6202,80.7646,1.3562,162.974,6.7812,4.2713,2.1716,,12.5345,3.332,0.245082,0.1191,0.24033,0.495568,0.341306,0.423566,0.334629,0.764872,0.178484,4.67525,0.299108,0.298,-0.205652,92.6705,13.3448,117.441,0.0923476,-2.854,14.234965793788431,-10.354000091552734,2.73306,135.9199981689453,,,,17919,5.144703057636201,4.749285010161758,3.9471755717463415,2.309287024888191,16.150450664432494,2.464,2.275,1.891,1.106,4.300029291835223,14.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seiya Suzuki,CHC,142.56,625.957,550.032,141.98,89.0104,26.0514,4.1819,22.7361,78.7812,81.2333,65.2873,3.1298,157.914,5.6336,4.3895,0.6152,,13.2971,5.0945,0.25813,0.1043,0.252276,0.413436,0.340455,0.444708,0.339599,0.785162,0.186578,5.20284,0.319029,-0.557,-0.641429,88.0451,14.8218,120.785,-1.19843,-0.402,14.359853148460388,-15.629999697208405,2.02165,89.29000091552734,,,,30116,5.15334481062623,4.098334879678051,4.389403464620891,2.461303501102765,16.102386656027935,2.468,1.963,2.102,1.179,4.251965283430664,14.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Springer,TOR,142.56,652.192,579.812,141.197,92.0667,23.7092,2.5091,22.9119,85.3681,67.7421,59.2842,0.6522,125.239,6.5219,3.8932,2.6808,,15.0734,3.4443,0.243522,0.0909,0.192028,0.473367,0.318706,0.411616,0.318975,0.730322,0.168094,5.33129,0.271574,-0.372,0.378865,80.9095,4.61741,109.513,0.00686499,-1.399,7.105515449307859,-10.687000155448914,1.87549,246.6300048828125,,,,12856,5.196139745151499,4.4685072354794455,3.6057299350010092,2.815390659114761,16.085767574746715,2.489,2.14,1.727,1.348,4.235346202149444,14.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Contreras,MIL,146.9,653.24,572.814,157.97,99.8596,31.907,1.6355,24.5678,86.5526,86.3893,70.354,3.2662,135.871,4.5727,4.5492,0.951,,7.1552,2.0654,0.275779,0.1077,0.207996,0.517798,0.357045,0.465861,0.355231,0.822905,0.190082,3.95147,0.319968,-0.934,-0.759169,100.102,23.6867,128.389,-1.69317,-3.055,20.482993483543396,2.7070000171661377,5.15441,24.790000915527344,,,,20503,5.599234921945541,4.53507408110436,4.688903932979533,1.2369788285846783,16.060191764614114,2.682,2.172,2.246,0.592,4.209770392016843,14.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Rengifo,LAA,136.08,601.808,550.122,144.501,99.6213,24.2959,2.864,17.7193,75.8965,66.545,39.1777,0.0,99.242,6.6199,4.0498,1.8394,,23.4657,7.3292,0.26267,0.0650999,0.164906,0.394769,0.31718,0.413876,0.31827,0.731056,0.151206,5.74866,0.289978,0.463,0.57706,74.3176,3.91921,105.897,1.04006,-1.659,5.100435018539429,-0.093000054359436,2.58907,160.4600067138672,,,,19858,3.932106883855075,3.9362197428488472,3.5361930826596346,4.488309454466939,15.892829163830495,1.883,1.885,1.694,2.15,4.042407791233224,13.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Crews,WSN,136.08,614.822,558.857,137.6,89.2539,27.2526,4.0018,17.0916,76.3475,64.5295,41.9923,0.0,135.411,7.9927,4.0834,1.8967,,24.6568,7.365,0.246217,0.0682999,0.220244,0.31011,0.306049,0.401052,0.30831,0.707101,0.154836,6.20574,0.293609,0.0,0.849556,70.9959,-0.924769,97.5443,0.849556,0.366,-0.9559186100959778,-6.114000022411346,1.38436,142.5399932861328,,,,33541,3.7793060852116653,3.961565160642715,3.41911721105823,4.725743003928228,15.885731460840839,1.81,1.897,1.638,2.263,4.035310088243568,13.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezequiel Tovar,COL,150.0,669.709,628.915,162.696,99.1241,36.853,3.3874,23.3318,83.0892,78.2776,28.8644,0.6697,172.008,5.3577,4.4511,2.1204,,11.0595,3.5888,0.258694,0.0430999,0.25684,0.167808,0.29497,0.439359,0.315067,0.734329,0.180665,5.01059,0.318165,-0.04,-0.288726,80.976,2.63473,88.6232,-0.328726,6.804,-9.43973273038864,14.303999900817873,2.80567,125.25,,,,24064,5.29835586009553,4.340437007961827,4.217713485115919,2.0152609267810613,15.871767279954337,2.538,2.079,2.02,0.965,4.021345907357066,13.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Ward,LAA,150.0,683.04,601.927,150.778,95.7558,28.4869,1.9296,24.6056,89.3507,74.9702,66.3915,0.0,159.45,8.1965,4.2233,2.3023,,8.487,2.464,0.250492,0.0972,0.233442,0.416377,0.331061,0.426864,0.330993,0.757925,0.176372,4.29999,0.29892,0.143,-0.644961,91.3432,11.4425,114.846,-0.501961,-0.659,11.100739359855652,-8.481999933719635,2.62204,190.5800018310547,,,,17548,5.6084365631574595,4.692322448131017,4.025594041933341,1.502459477709475,15.828812530931295,2.686,2.247,1.928,0.72,3.9783911583340235,13.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byron Buxton,MIN,131.22,564.758,509.462,120.722,64.3314,26.7165,2.5586,27.1158,70.8066,80.9762,41.9615,1.6943,161.703,9.0361,3.6922,0.6064,,8.8213,2.3875,0.23696,0.0742999,0.286323,0.259497,0.304386,0.459118,0.327381,0.763504,0.222158,4.82054,0.28861,0.954,-0.0995459,73.8835,7.8192,114.753,0.854454,-1.481,10.387960493564606,-2.5339999198913574,2.7555,256.0799865722656,,,,14161,6.219493699934082,3.6501761906780965,4.374469102631945,1.56909874862284,15.813237741866965,2.979,1.748,2.095,0.752,3.962816369269694,13.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Mullins,BAL,134.46,544.222,489.855,119.668,76.8465,22.9432,2.5819,17.2967,64.3511,63.0977,44.2453,0.5442,110.609,4.898,3.7316,1.492,,27.8407,6.8734,0.244293,0.0813001,0.203243,0.400014,0.311041,0.407601,0.313061,0.718642,0.163308,6.01436,0.279948,0.223,1.7943,64.9243,1.26222,106.628,2.0173,-0.32,6.1447179317474365,1.9209999442100525,2.70667,223.4600067138672,,,,17929,3.8292335088244793,3.287388286978951,3.335947162455456,5.360420762411813,15.8129897206707,1.834,1.575,1.598,2.567,3.962568348073429,13.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Chapman,SFG,150.0,641.682,562.102,136.133,77.5332,32.2336,2.0494,24.317,77.6861,83.5998,67.0558,1.925,164.583,7.7002,4.254,0.5702,,9.16,3.0208,0.242186,0.1045,0.256488,0.407427,0.328943,0.436605,0.33218,0.765549,0.194419,4.17082,0.296237,0.488,-0.578181,86.4255,11.3628,115.214,-0.0901812,1.653,11.58367170393467,4.152999997138977,3.83215,133.6699981689453,,,,16505,5.538182762793452,4.036792158999415,4.526868138470915,1.636615114337338,15.73845817460112,2.653,1.933,2.168,0.784,3.8880368020038496,13.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triston Casas,BOS,145.8,631.14,535.845,131.403,75.0664,26.439,1.5423,28.3552,81.896,85.9927,85.835,5.6803,163.379,4.418,4.43,0.6116,,2.341,0.7393,0.245225,0.136,0.258864,0.525373,0.35154,0.459073,0.349431,0.810613,0.213848,3.02239,0.295654,-0.707,-1.09116,93.7687,19.9392,123.792,-1.79816,-1.094,15.383377194404602,-13.35200035572052,2.3827,119.41999816894533,,,,22514,6.521200422633845,4.273381237426033,4.665866329071263,0.2773175123085139,15.737765501439654,3.123,2.047,2.235,0.133,3.8873441288423827,13.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Seager,TEX,126.36,571.872,503.07,142.227,85.0844,27.991,0.6118,28.54,86.5102,79.4954,58.1022,9.7218,97.0925,5.1468,3.8183,1.7348,,2.6019,0.7772,0.282718,0.1016,0.16978,0.598421,0.360398,0.510986,0.368742,0.871384,0.228268,2.99949,0.298191,-0.669,-0.888372,93.8517,26.9552,143.189,-1.55737,-1.999,26.702784419059753,2.159000039100647,4.94963,49.209999084472656,,,,13624,6.5661862241143325,4.532691274642143,4.288452754000161,0.32932524722115797,15.716655499977795,3.145,2.171,2.054,0.158,3.8662341273805243,13.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Naylor,ARI,142.56,622.361,559.854,150.346,93.5152,32.3289,0.735,23.7671,78.9555,87.8384,51.5937,6.846,98.6464,6.2236,4.2743,0.4145,,7.4687,2.2689,0.268545,0.0829,0.158504,0.523017,0.334697,0.456273,0.338497,0.79097,0.187728,3.59828,0.286563,-1.021,-0.565527,86.9872,14.1847,115.863,-1.58653,1.271,10.219282507896423,-11.418999552726746,2.01655,99.54000091552734,,,,18839,5.404320791829599,4.108130237375327,4.773078899755814,1.299471833165414,15.585001762126153,2.588,1.968,2.286,0.622,3.7345803895288814,12.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Goldschmidt,NYY,147.42,642.002,571.385,142.918,89.0969,28.5976,0.8772,24.3464,79.2798,82.9881,61.1186,2.568,167.701,4.494,4.2511,0.7535,,8.0562,1.902,0.250126,0.0952,0.261216,0.364449,0.325195,0.431074,0.327727,0.756269,0.180949,3.93372,0.309112,-0.128,-0.359847,84.1675,9.06736,114.314,-0.487847,-0.735,10.0271255671978,-13.181999564170836,1.88447,183.0,,,,9218,5.545339594847166,4.126355334915351,4.49133585831285,1.4165839230894401,15.579614711164808,2.656,1.976,2.151,0.678,3.729193338567537,12.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zack Gelof,ATH,145.8,602.571,544.978,121.461,74.8079,25.2187,1.8854,19.5494,64.5823,63.9989,47.5428,0.6026,186.001,4.8206,3.9686,1.2602,,22.8953,5.9038,0.222874,0.0789,0.308679,0.255605,0.289077,0.383683,0.293787,0.67276,0.160809,5.35645,0.296776,0.506,1.18905,62.5378,-7.94969,94.417,1.69505,0.542,-2.1542675495147705,2.9720000624656677,2.15899,223.1699981689453,,,,29766,4.377607507715681,3.300381325989909,3.3882958478869547,4.37460607388368,15.440890755476225,2.097,1.581,1.623,2.095,3.590469382878954,12.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal Raleigh,SEA,136.5,593.031,525.278,117.062,63.9579,22.6197,0.7807,29.7033,71.1858,81.3073,58.888,2.3721,162.994,4.1512,4.1764,0.5371,,3.5511,1.0848,0.222856,0.0993,0.274849,0.36129,0.303971,0.438534,0.319977,0.742505,0.215678,3.16136,0.25941,-0.664,-0.712724,74.0484,4.67675,115.249,-1.37672,1.395,8.970284700393677,10.17799997329712,5.19158,82.75,,,,21534,6.849367949559413,3.6714865730005677,4.393701958542252,0.5185385165928782,15.433094997695111,3.281,1.758,2.104,0.248,3.58267362509784,12.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Steer,CIN,140.94,592.549,517.296,126.064,74.2593,27.9998,2.4878,21.3175,72.4338,72.607,62.1584,0.5925,124.41,8.2957,3.9101,0.8883,,15.9703,4.4521,0.243699,0.1049,0.209957,0.499626,0.332147,0.431073,0.332701,0.76322,0.187374,5.13406,0.278969,0.095,0.253468,80.0563,10.7411,107.123,0.348468,-1.418,5.395334422588348,-9.05899977684021,1.65955,122.16999816894533,,,,26323,4.808015492551449,3.7416220084922474,3.8883210576771066,2.9941784607366486,15.432137019457452,2.303,1.792,1.862,1.434,3.5817156468601805,12.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryson Stott,PHI,150.0,594.953,533.313,137.656,95.2029,25.432,3.0728,13.9478,71.6944,63.7799,50.809,0.595,99.5161,4.7596,4.2302,1.8417,,27.1679,5.6436,0.258114,0.0854,0.167267,0.510561,0.325781,0.395784,0.316193,0.721564,0.13767,5.92738,0.291709,0.452,1.96263,72.4761,2.87966,101.896,2.41463,2.024,3.7638131380081177,4.577999830245972,2.90772,178.2899932861328,,,,26294,3.014011914787659,3.700069010894052,3.3755746293899525,5.226304993729457,15.31596054880112,1.444,1.772,1.617,2.503,3.4655391762038494,11.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinnie Pasquantino,KCR,145.8,644.061,571.378,154.351,92.7725,33.7529,2.1315,25.6938,83.1885,89.6288,61.8299,1.9322,89.3636,5.7966,4.5924,0.4641,,2.0465,0.6147,0.270137,0.096,0.13875,0.691891,0.344901,0.471575,0.351652,0.816476,0.201438,3.06806,0.279135,-0.908,-1.09034,96.8398,21.4988,126.681,-1.99834,0.953,17.664201855659485,-11.845000326633452,2.81838,111.20999908447266,,,,27676,5.873336721009551,4.346017495737728,4.877079217550483,0.21861196255085313,15.315045396848614,2.813,2.082,2.336,0.105,3.464624024251343,11.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Robles,SEA,129.6,584.166,523.596,130.253,90.5862,27.9385,1.7571,9.9714,71.6156,47.9627,42.2936,0.0,127.024,12.2675,3.5535,2.455,,36.5792,7.9752,0.248766,0.0724,0.217446,0.332956,0.317708,0.365969,0.30278,0.683677,0.117203,6.40755,0.308293,0.058,2.94027,64.8555,-3.47905,103.151,2.99827,2.729,5.1047070026397705,-3.427000045776367,2.18445,205.5,,,,18363,2.046038208039767,3.6956405875633274,2.456788980025657,7.102350971434967,15.300818747063719,0.98,1.77,1.177,3.402,3.450397374466448,11.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Bellinger,NYY,136.08,579.956,524.52,133.337,84.3214,24.2196,1.7632,23.0323,70.9589,77.5588,46.5125,4.6396,105.953,4.0597,4.2163,0.6473,,11.5437,3.1804,0.254207,0.0802,0.182692,0.438991,0.317462,0.438838,0.324568,0.7563,0.184631,4.59372,0.275932,0.464,-0.00736188,74.5589,6.71674,112.092,0.456638,-0.652,8.481080770492554,-1.9480000138282776,2.6714,107.41999816894533,,,,15998,5.225448676419089,3.6587351865317683,4.1759600063230184,2.111781222851212,15.171925092125088,2.503,1.752,2.0,1.011,3.3215037195278168,11.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Story,BOS,144.18,617.5,556.174,124.219,76.4597,29.5885,1.4241,16.7463,67.2489,70.1459,50.635,4.3225,177.809,6.175,3.9801,0.5363,,21.9243,6.0048,0.223345,0.082,0.287949,0.284772,0.293419,0.371996,0.289701,0.665414,0.148651,5.35513,0.293962,0.463,0.935172,62.0563,-10.1777,81.7766,1.39817,-5.296,-11.477566361427307,1.2109999656677246,1.06563,245.75,,,,12564,3.695249823029781,3.450239621087755,3.745361282138423,4.1810471984518,15.07189792470776,1.77,1.653,1.794,2.003,3.221476552110488,11.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley Greene,DET,147.42,654.518,575.312,153.783,96.3632,29.4016,5.2832,22.7346,82.4141,82.1931,68.5935,2.6181,158.383,5.2361,4.5242,0.853,,6.5968,2.0377,0.267303,0.1048,0.241984,0.433085,0.348209,0.455326,0.347257,0.803535,0.188023,4.84334,0.328674,0.661,-0.828492,96.0969,19.5325,129.249,-0.167492,3.286,21.73738108575344,-4.300999879837036,4.05418,119.29000091552734,,,,25976,5.152979666133693,4.302497558842892,4.445156092536062,1.1256675247317827,15.02630084224443,2.468,2.061,2.129,0.539,3.1758794696471586,10.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brice Turang,MIL,139.32,569.18,510.257,129.604,92.5347,24.1387,3.0881,9.8424,64.1856,55.0238,50.4294,0.5692,99.8062,2.8459,3.871,1.7776,,35.3083,7.4378,0.253998,0.0886,0.175351,0.505273,0.322309,0.371276,0.305843,0.693585,0.117278,6.18637,0.296088,0.239,2.903,64.5953,-1.98629,95.1479,3.142,0.972,-0.1604816913604736,3.995999932289123,2.35368,136.6699981689453,,,,22186,2.0146357816816343,3.278087474019116,2.866952431757078,6.849010111716764,15.008685799174591,0.965,1.57,1.373,3.28,3.15826442657732,10.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
